Technology,Plan,Year,Capacity_MW
Import,PDP8_rev_low,2034,10425.6
Import,PDP8_rev_low,2035,10692
Import,PDP8_rev_low,2036,10958.4
Import,PDP8_rev_low,2037,11224.8
Import,PDP8_rev_low,2038,11491.2
Import,PDP8_rev_low,2039,11757.6
Import,PDP8_rev_low,2040,12024
Import,PDP8_rev_low,2041,12290.4
Import,PDP8_rev_low,2042,12556.8
Import,PDP8_rev_low,2043,12823.2
Import,PDP8_rev_low,2044,13089.6
Import,PDP8_rev_low,2045,13356
Import,PDP8_rev_low,2046,13622.400000000001
Import,PDP8_rev_low,2047,13888.8
Import,PDP8_rev_low,2048,14155.2
Import,PDP8_rev_low,2049,14421.599999999999
Import,PDP8_rev_low,2050,14688
LNG,PDP8_rev_low,2000,NA
LNG,PDP8_rev_low,2001,NA
LNG,PDP8_rev_low,2002,NA
LNG,PDP8_rev_low,2003,NA
LNG,PDP8_rev_low,2004,NA
LNG,PDP8_rev_low,2005,NA
LNG,PDP8_rev_low,2006,NA
LNG,PDP8_rev_low,2007,NA
LNG,PDP8_rev_low,2008,NA
LNG,PDP8_rev_low,2009,NA
LNG,PDP8_rev_low,2010,NA
LNG,PDP8_rev_low,2011,NA
LNG,PDP8_rev_low,2012,NA
LNG,PDP8_rev_low,2013,NA
LNG,PDP8_rev_low,2014,NA
LNG,PDP8_rev_low,2015,NA
LNG,PDP8_rev_low,2016,NA
LNG,PDP8_rev_low,2017,NA
LNG,PDP8_rev_low,2018,NA
LNG,PDP8_rev_low,2019,NA
LNG,PDP8_rev_low,2020,NA
LNG,PDP8_rev_low,2021,NA
LNG,PDP8_rev_low,2022,NA
LNG,PDP8_rev_low,2023,NA
LNG,PDP8_rev_low,2024,NA
LNG,PDP8_rev_low,2025,0
LNG,PDP8_rev_low,2026,4504.8
LNG,PDP8_rev_low,2027,9009.6
LNG,PDP8_rev_low,2028,13514.4
LNG,PDP8_rev_low,2029,18019.2
LNG,PDP8_rev_low,2030,22524
LNG,PDP8_rev_low,2031,21397.8
LNG,PDP8_rev_low,2032,20271.6
LNG,PDP8_rev_low,2033,19145.4
LNG,PDP8_rev_low,2034,18019.2
LNG,PDP8_rev_low,2035,16893
LNG,PDP8_rev_low,2036,15766.8
LNG,PDP8_rev_low,2037,14640.6
LNG,PDP8_rev_low,2038,13514.4
LNG,PDP8_rev_low,2039,12388.199999999999
LNG,PDP8_rev_low,2040,11262
LNG,PDP8_rev_low,2041,10135.8
LNG,PDP8_rev_low,2042,9009.6
LNG,PDP8_rev_low,2043,7883.4
LNG,PDP8_rev_low,2044,6757.200000000001
LNG,PDP8_rev_low,2045,5631
LNG,PDP8_rev_low,2046,4504.799999999999
LNG,PDP8_rev_low,2047,3378.600000000002
LNG,PDP8_rev_low,2048,2252.399999999998
LNG,PDP8_rev_low,2049,1126.2000000000007
LNG,PDP8_rev_low,2050,0
LNG_CCS,PDP8_rev_low,2000,NA
LNG_CCS,PDP8_rev_low,2001,NA
LNG_CCS,PDP8_rev_low,2002,NA
LNG_CCS,PDP8_rev_low,2003,NA
LNG_CCS,PDP8_rev_low,2004,NA
LNG_CCS,PDP8_rev_low,2005,NA
LNG_CCS,PDP8_rev_low,2006,NA
LNG_CCS,PDP8_rev_low,2007,NA
LNG_CCS,PDP8_rev_low,2008,NA
LNG_CCS,PDP8_rev_low,2009,NA
LNG_CCS,PDP8_rev_low,2010,NA
LNG_CCS,PDP8_rev_low,2011,NA
LNG_CCS,PDP8_rev_low,2012,NA
LNG_CCS,PDP8_rev_low,2013,NA
LNG_CCS,PDP8_rev_low,2014,NA
LNG_CCS,PDP8_rev_low,2015,NA
LNG_CCS,PDP8_rev_low,2016,NA
LNG_CCS,PDP8_rev_low,2017,NA
LNG_CCS,PDP8_rev_low,2018,NA
LNG_CCS,PDP8_rev_low,2019,NA
LNG_CCS,PDP8_rev_low,2020,NA
LNG_CCS,PDP8_rev_low,2021,NA
LNG_CCS,PDP8_rev_low,2022,NA
LNG_CCS,PDP8_rev_low,2023,NA
LNG_CCS,PDP8_rev_low,2024,NA
LNG_CCS,PDP8_rev_low,2025,0
LNG_CCS,PDP8_rev_low,2026,0
LNG_CCS,PDP8_rev_low,2027,0
LNG_CCS,PDP8_rev_low,2028,0
LNG_CCS,PDP8_rev_low,2029,0
LNG_CCS,PDP8_rev_low,2030,0
LNG_CCS,PDP8_rev_low,2031,94.35000000000001
LNG_CCS,PDP8_rev_low,2032,188.70000000000002
LNG_CCS,PDP8_rev_low,2033,283.05
LNG_CCS,PDP8_rev_low,2034,377.40000000000003
LNG_CCS,PDP8_rev_low,2035,471.75
LNG_CCS,PDP8_rev_low,2036,566.1
LNG_CCS,PDP8_rev_low,2037,660.4499999999999
LNG_CCS,PDP8_rev_low,2038,754.8000000000001
LNG_CCS,PDP8_rev_low,2039,849.15
LNG_CCS,PDP8_rev_low,2040,943.5
LNG_CCS,PDP8_rev_low,2041,1037.8500000000001
LNG_CCS,PDP8_rev_low,2042,1132.2
LNG_CCS,PDP8_rev_low,2043,1226.55
LNG_CCS,PDP8_rev_low,2044,1320.8999999999999
LNG_CCS,PDP8_rev_low,2045,1415.25
LNG_CCS,PDP8_rev_low,2046,1509.6000000000001
LNG_CCS,PDP8_rev_low,2047,1603.95
LNG_CCS,PDP8_rev_low,2048,1698.3
LNG_CCS,PDP8_rev_low,2049,1792.6499999999999
LNG_CCS,PDP8_rev_low,2050,1887
LNG_GH2,PDP8_rev_low,2000,NA
LNG_GH2,PDP8_rev_low,2001,NA
LNG_GH2,PDP8_rev_low,2002,NA
LNG_GH2,PDP8_rev_low,2003,NA
LNG_GH2,PDP8_rev_low,2004,NA
LNG_GH2,PDP8_rev_low,2005,NA
LNG_GH2,PDP8_rev_low,2006,NA
LNG_GH2,PDP8_rev_low,2007,NA
LNG_GH2,PDP8_rev_low,2008,NA
LNG_GH2,PDP8_rev_low,2009,NA
LNG_GH2,PDP8_rev_low,2010,NA
LNG_GH2,PDP8_rev_low,2011,NA
LNG_GH2,PDP8_rev_low,2012,NA
LNG_GH2,PDP8_rev_low,2013,NA
LNG_GH2,PDP8_rev_low,2014,NA
LNG_GH2,PDP8_rev_low,2015,NA
LNG_GH2,PDP8_rev_low,2016,NA
LNG_GH2,PDP8_rev_low,2017,NA
LNG_GH2,PDP8_rev_low,2018,NA
LNG_GH2,PDP8_rev_low,2019,NA
LNG_GH2,PDP8_rev_low,2020,NA
LNG_GH2,PDP8_rev_low,2021,NA
LNG_GH2,PDP8_rev_low,2022,NA
LNG_GH2,PDP8_rev_low,2023,NA
LNG_GH2,PDP8_rev_low,2024,NA
LNG_GH2,PDP8_rev_low,2025,0
LNG_GH2,PDP8_rev_low,2026,0
LNG_GH2,PDP8_rev_low,2027,0
LNG_GH2,PDP8_rev_low,2028,0
LNG_GH2,PDP8_rev_low,2029,0
LNG_GH2,PDP8_rev_low,2030,0
LNG_GH2,PDP8_rev_low,2031,910
LNG_GH2,PDP8_rev_low,2032,1820
LNG_GH2,PDP8_rev_low,2033,2730
LNG_GH2,PDP8_rev_low,2034,3640
LNG_GH2,PDP8_rev_low,2035,4550
LNG_GH2,PDP8_rev_low,2036,5460
LNG_GH2,PDP8_rev_low,2037,6370
LNG_GH2,PDP8_rev_low,2038,7280
LNG_GH2,PDP8_rev_low,2039,8190
LNG_GH2,PDP8_rev_low,2040,9100
LNG_GH2,PDP8_rev_low,2041,10010
LNG_GH2,PDP8_rev_low,2042,10920
LNG_GH2,PDP8_rev_low,2043,11830
LNG_GH2,PDP8_rev_low,2044,12740
LNG_GH2,PDP8_rev_low,2045,13650
LNG_GH2,PDP8_rev_low,2046,14560
LNG_GH2,PDP8_rev_low,2047,15470
LNG_GH2,PDP8_rev_low,2048,16380
LNG_GH2,PDP8_rev_low,2049,17290
LNG_GH2,PDP8_rev_low,2050,18200
LNG_H2,PDP8_rev_low,2000,NA
LNG_H2,PDP8_rev_low,2001,NA
LNG_H2,PDP8_rev_low,2002,NA
LNG_H2,PDP8_rev_low,2003,NA
LNG_H2,PDP8_rev_low,2004,NA
LNG_H2,PDP8_rev_low,2005,NA
LNG_H2,PDP8_rev_low,2006,NA
LNG_H2,PDP8_rev_low,2007,NA
LNG_H2,PDP8_rev_low,2008,NA
LNG_H2,PDP8_rev_low,2009,NA
LNG_H2,PDP8_rev_low,2010,NA
LNG_H2,PDP8_rev_low,2011,NA
LNG_H2,PDP8_rev_low,2012,NA
LNG_H2,PDP8_rev_low,2013,NA
LNG_H2,PDP8_rev_low,2014,NA
LNG_H2,PDP8_rev_low,2015,NA
LNG_H2,PDP8_rev_low,2016,NA
LNG_H2,PDP8_rev_low,2017,NA
LNG_H2,PDP8_rev_low,2018,NA
LNG_H2,PDP8_rev_low,2019,NA
LNG_H2,PDP8_rev_low,2020,NA
LNG_H2,PDP8_rev_low,2021,NA
LNG_H2,PDP8_rev_low,2022,NA
LNG_H2,PDP8_rev_low,2023,NA
LNG_H2,PDP8_rev_low,2024,NA
LNG_H2,PDP8_rev_low,2025,0
LNG_H2,PDP8_rev_low,2026,0
LNG_H2,PDP8_rev_low,2027,0
LNG_H2,PDP8_rev_low,2028,0
LNG_H2,PDP8_rev_low,2029,0
LNG_H2,PDP8_rev_low,2030,0
LNG_H2,PDP8_rev_low,2031,428.8
LNG_H2,PDP8_rev_low,2032,857.6
LNG_H2,PDP8_rev_low,2033,1286.3999999999999
LNG_H2,PDP8_rev_low,2034,1715.2
LNG_H2,PDP8_rev_low,2035,2144
LNG_H2,PDP8_rev_low,2036,2572.7999999999997
LNG_H2,PDP8_rev_low,2037,3001.6
LNG_H2,PDP8_rev_low,2038,3430.4
LNG_H2,PDP8_rev_low,2039,3859.2000000000003
LNG_H2,PDP8_rev_low,2040,4288
LNG_H2,PDP8_rev_low,2041,4716.8
LNG_H2,PDP8_rev_low,2042,5145.5999999999995
LNG_H2,PDP8_rev_low,2043,5574.4000000000005
LNG_H2,PDP8_rev_low,2044,6003.2
LNG_H2,PDP8_rev_low,2045,6432
LNG_H2,PDP8_rev_low,2046,6860.8
LNG_H2,PDP8_rev_low,2047,7289.5999999999995
LNG_H2,PDP8_rev_low,2048,7718.4000000000005
LNG_H2,PDP8_rev_low,2049,8147.2
LNG_H2,PDP8_rev_low,2050,8576
Nuclear,PDP8_rev_low,2000,NA
Nuclear,PDP8_rev_low,2001,NA
Nuclear,PDP8_rev_low,2002,NA
Nuclear,PDP8_rev_low,2003,NA
Nuclear,PDP8_rev_low,2004,NA
Nuclear,PDP8_rev_low,2005,NA
Nuclear,PDP8_rev_low,2006,NA
Nuclear,PDP8_rev_low,2007,NA
Nuclear,PDP8_rev_low,2008,NA
Nuclear,PDP8_rev_low,2009,NA
Nuclear,PDP8_rev_low,2010,NA
Nuclear,PDP8_rev_low,2011,NA
Nuclear,PDP8_rev_low,2012,NA
Nuclear,PDP8_rev_low,2013,NA
Nuclear,PDP8_rev_low,2014,NA
Nuclear,PDP8_rev_low,2015,NA
Nuclear,PDP8_rev_low,2016,NA
Nuclear,PDP8_rev_low,2017,NA
Nuclear,PDP8_rev_low,2018,NA
Nuclear,PDP8_rev_low,2019,NA
Nuclear,PDP8_rev_low,2020,NA
Nuclear,PDP8_rev_low,2021,NA
Nuclear,PDP8_rev_low,2022,NA
Nuclear,PDP8_rev_low,2023,NA
Nuclear,PDP8_rev_low,2024,NA
Nuclear,PDP8_rev_low,2025,0
Nuclear,PDP8_rev_low,2026,800
Nuclear,PDP8_rev_low,2027,1600
Nuclear,PDP8_rev_low,2028,2400
Nuclear,PDP8_rev_low,2029,3200
Nuclear,PDP8_rev_low,2030,4000
Nuclear,PDP8_rev_low,2031,4400
Nuclear,PDP8_rev_low,2032,4800
Nuclear,PDP8_rev_low,2033,5200
Nuclear,PDP8_rev_low,2034,5600
Nuclear,PDP8_rev_low,2035,6000
Nuclear,PDP8_rev_low,2036,6400
Nuclear,PDP8_rev_low,2037,6800
Nuclear,PDP8_rev_low,2038,7200
Nuclear,PDP8_rev_low,2039,7600
Nuclear,PDP8_rev_low,2040,8000
Nuclear,PDP8_rev_low,2041,8400
Nuclear,PDP8_rev_low,2042,8800
Nuclear,PDP8_rev_low,2043,9200
Nuclear,PDP8_rev_low,2044,9600
Nuclear,PDP8_rev_low,2045,10000
Nuclear,PDP8_rev_low,2046,10400
Nuclear,PDP8_rev_low,2047,10800
Nuclear,PDP8_rev_low,2048,11200
Nuclear,PDP8_rev_low,2049,11600
Nuclear,PDP8_rev_low,2050,12000
Pumped_Hydro,PDP8_rev_low,2000,NA
Pumped_Hydro,PDP8_rev_low,2001,NA
Pumped_Hydro,PDP8_rev_low,2002,NA
Pumped_Hydro,PDP8_rev_low,2003,NA
Pumped_Hydro,PDP8_rev_low,2004,NA
Pumped_Hydro,PDP8_rev_low,2005,NA
Pumped_Hydro,PDP8_rev_low,2006,NA
Pumped_Hydro,PDP8_rev_low,2007,NA
Pumped_Hydro,PDP8_rev_low,2008,NA
Pumped_Hydro,PDP8_rev_low,2009,NA
Pumped_Hydro,PDP8_rev_low,2010,NA
Pumped_Hydro,PDP8_rev_low,2011,NA
Pumped_Hydro,PDP8_rev_low,2012,NA
Pumped_Hydro,PDP8_rev_low,2013,NA
Pumped_Hydro,PDP8_rev_low,2014,NA
Pumped_Hydro,PDP8_rev_low,2015,NA
Pumped_Hydro,PDP8_rev_low,2016,NA
Pumped_Hydro,PDP8_rev_low,2017,NA
Pumped_Hydro,PDP8_rev_low,2018,NA
Pumped_Hydro,PDP8_rev_low,2019,NA
Pumped_Hydro,PDP8_rev_low,2020,NA
Pumped_Hydro,PDP8_rev_low,2021,NA
Pumped_Hydro,PDP8_rev_low,2022,NA
Pumped_Hydro,PDP8_rev_low,2023,NA
Pumped_Hydro,PDP8_rev_low,2024,NA
Pumped_Hydro,PDP8_rev_low,2025,0
Pumped_Hydro,PDP8_rev_low,2026,480
Pumped_Hydro,PDP8_rev_low,2027,960
Pumped_Hydro,PDP8_rev_low,2028,1440
Pumped_Hydro,PDP8_rev_low,2029,1920
Pumped_Hydro,PDP8_rev_low,2030,2400
Pumped_Hydro,PDP8_rev_low,2031,3314.55
Pumped_Hydro,PDP8_rev_low,2032,4229.1
Pumped_Hydro,PDP8_rev_low,2033,5143.65
Pumped_Hydro,PDP8_rev_low,2034,6058.200000000001
Pumped_Hydro,PDP8_rev_low,2035,6972.75
Pumped_Hydro,PDP8_rev_low,2036,7887.3
Pumped_Hydro,PDP8_rev_low,2037,8801.849999999999
Pumped_Hydro,PDP8_rev_low,2038,9716.400000000001
Pumped_Hydro,PDP8_rev_low,2039,10630.95
Pumped_Hydro,PDP8_rev_low,2040,11545.5
Pumped_Hydro,PDP8_rev_low,2041,12460.050000000001
Pumped_Hydro,PDP8_rev_low,2042,13374.6
Pumped_Hydro,PDP8_rev_low,2043,14289.15
Pumped_Hydro,PDP8_rev_low,2044,15203.699999999999
Pumped_Hydro,PDP8_rev_low,2045,16118.25
Pumped_Hydro,PDP8_rev_low,2046,17032.800000000003
Pumped_Hydro,PDP8_rev_low,2047,17947.35
Pumped_Hydro,PDP8_rev_low,2048,18861.9
Pumped_Hydro,PDP8_rev_low,2049,19776.45
Pumped_Hydro,PDP8_rev_low,2050,20691
Pumped_storagehydro_BESS,PDP8_rev_low,2000,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2001,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2002,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2003,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2004,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2005,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2006,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2007,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2008,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2009,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2010,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2011,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2012,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2013,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2014,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2015,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2016,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2017,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2018,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2019,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2020,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2021,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2022,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2023,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2024,NA
Pumped_storagehydro_BESS,PDP8_rev_low,2025,0
Pumped_storagehydro_BESS,PDP8_rev_low,2026,2480
Pumped_storagehydro_BESS,PDP8_rev_low,2027,4960
Pumped_storagehydro_BESS,PDP8_rev_low,2028,7440
Pumped_storagehydro_BESS,PDP8_rev_low,2029,9920
Pumped_storagehydro_BESS,PDP8_rev_low,2030,12400
Pumped_storagehydro_BESS,PDP8_rev_low,2031,17613.7
Pumped_storagehydro_BESS,PDP8_rev_low,2032,22827.4
Pumped_storagehydro_BESS,PDP8_rev_low,2033,28041.1
Pumped_storagehydro_BESS,PDP8_rev_low,2034,33254.8
Pumped_storagehydro_BESS,PDP8_rev_low,2035,38468.5
Pumped_storagehydro_BESS,PDP8_rev_low,2036,43682.2
Pumped_storagehydro_BESS,PDP8_rev_low,2037,48895.899999999994
Pumped_storagehydro_BESS,PDP8_rev_low,2038,54109.600000000006
Pumped_storagehydro_BESS,PDP8_rev_low,2039,59323.3
Pumped_storagehydro_BESS,PDP8_rev_low,2040,64537
Pumped_storagehydro_BESS,PDP8_rev_low,2041,69750.70000000001
Pumped_storagehydro_BESS,PDP8_rev_low,2042,74964.4
Pumped_storagehydro_BESS,PDP8_rev_low,2043,80178.1
Pumped_storagehydro_BESS,PDP8_rev_low,2044,85391.79999999999
Pumped_storagehydro_BESS,PDP8_rev_low,2045,90605.5
Pumped_storagehydro_BESS,PDP8_rev_low,2046,95819.20000000001
Pumped_storagehydro_BESS,PDP8_rev_low,2047,101032.9
Pumped_storagehydro_BESS,PDP8_rev_low,2048,106246.6
Pumped_storagehydro_BESS,PDP8_rev_low,2049,111460.29999999999
Pumped_storagehydro_BESS,PDP8_rev_low,2050,116674
PV,PDP8_rev_low,2000,0
PV,PDP8_rev_low,2001,0
PV,PDP8_rev_low,2002,0
PV,PDP8_rev_low,2003,0
PV,PDP8_rev_low,2004,0
PV,PDP8_rev_low,2005,0
PV,PDP8_rev_low,2006,0
PV,PDP8_rev_low,2007,0
PV,PDP8_rev_low,2008,0
PV,PDP8_rev_low,2009,0
PV,PDP8_rev_low,2010,0
PV,PDP8_rev_low,2011,0
PV,PDP8_rev_low,2012,0
PV,PDP8_rev_low,2013,0
PV,PDP8_rev_low,2014,10
PV,PDP8_rev_low,2015,10
PV,PDP8_rev_low,2016,10
PV,PDP8_rev_low,2017,10
PV,PDP8_rev_low,2018,100
PV,PDP8_rev_low,2019,4990
PV,PDP8_rev_low,2020,16660
PV,PDP8_rev_low,2021,16660
PV,PDP8_rev_low,2022,16700
PV,PDP8_rev_low,2023,18590
PV,PDP8_rev_low,2024,18670
PV,PDP8_rev_low,2025,16919
PV,PDP8_rev_low,2026,22827
PV,PDP8_rev_low,2027,28735
PV,PDP8_rev_low,2028,34643
PV,PDP8_rev_low,2029,40551
PV,PDP8_rev_low,2030,46459
PV,PDP8_rev_low,2031,58790.45
PV,PDP8_rev_low,2032,71121.9
PV,PDP8_rev_low,2033,83453.35
PV,PDP8_rev_low,2034,95784.8
PV,PDP8_rev_low,2035,108116.25
PV,PDP8_rev_low,2036,120447.7
PV,PDP8_rev_low,2037,132779.15
PV,PDP8_rev_low,2038,145110.6
PV,PDP8_rev_low,2039,157442.05
PV,PDP8_rev_low,2040,169773.5
PV,PDP8_rev_low,2041,182104.95
PV,PDP8_rev_low,2042,194436.4
PV,PDP8_rev_low,2043,206767.85
PV,PDP8_rev_low,2044,219099.3
PV,PDP8_rev_low,2045,231430.75
PV,PDP8_rev_low,2046,243762.2
PV,PDP8_rev_low,2047,256093.65
PV,PDP8_rev_low,2048,268425.1
PV,PDP8_rev_low,2049,280756.55
PV,PDP8_rev_low,2050,293088
TOTAL,PDP8_rev_low,2000,NA
TOTAL,PDP8_rev_low,2001,NA
TOTAL,PDP8_rev_low,2002,NA
TOTAL,PDP8_rev_low,2003,NA
TOTAL,PDP8_rev_low,2004,NA
TOTAL,PDP8_rev_low,2005,NA
TOTAL,PDP8_rev_low,2006,NA
TOTAL,PDP8_rev_low,2007,NA
TOTAL,PDP8_rev_low,2008,NA
TOTAL,PDP8_rev_low,2009,NA
TOTAL,PDP8_rev_low,2010,NA
TOTAL,PDP8_rev_low,2011,NA
TOTAL,PDP8_rev_low,2012,NA
TOTAL,PDP8_rev_low,2013,NA
TOTAL,PDP8_rev_low,2014,NA
TOTAL,PDP8_rev_low,2015,NA
TOTAL,PDP8_rev_low,2016,NA
TOTAL,PDP8_rev_low,2017,NA
TOTAL,PDP8_rev_low,2018,NA
TOTAL,PDP8_rev_low,2019,NA
TOTAL,PDP8_rev_low,2020,NA
TOTAL,PDP8_rev_low,2021,NA
TOTAL,PDP8_rev_low,2022,NA
TOTAL,PDP8_rev_low,2023,NA
TOTAL,PDP8_rev_low,2024,NA
TOTAL,PDP8_rev_low,2025,89402
TOTAL,PDP8_rev_low,2026,108179.8
TOTAL,PDP8_rev_low,2027,126957.6
TOTAL,PDP8_rev_low,2028,145735.4
TOTAL,PDP8_rev_low,2029,164513.2
TOTAL,PDP8_rev_low,2030,183291
TOTAL,PDP8_rev_low,2031,212851.6
TOTAL,PDP8_rev_low,2032,242412.2
TOTAL,PDP8_rev_low,2033,271972.8
TOTAL,PDP8_rev_low,2034,301533.4
TOTAL,PDP8_rev_low,2035,331094
TOTAL,PDP8_rev_low,2036,360654.6
TOTAL,PDP8_rev_low,2037,390215.19999999995
TOTAL,PDP8_rev_low,2038,419775.80000000005
TOTAL,PDP8_rev_low,2039,449336.4
TOTAL,PDP8_rev_low,2040,478897
TOTAL,PDP8_rev_low,2041,508457.60000000003
TOTAL,PDP8_rev_low,2042,538018.2
TOTAL,PDP8_rev_low,2043,567578.8
TOTAL,PDP8_rev_low,2044,597139.3999999999
TOTAL,PDP8_rev_low,2045,626700
TOTAL,PDP8_rev_low,2046,656260.6000000001
TOTAL,PDP8_rev_low,2047,685821.2
TOTAL,PDP8_rev_low,2048,715381.8
TOTAL,PDP8_rev_low,2049,744942.4
TOTAL,PDP8_rev_low,2050,774503
Total capacity,PDP8_rev_low,2000,5830
Total capacity,PDP8_rev_low,2001,6370
Total capacity,PDP8_rev_low,2002,7270
Total capacity,PDP8_rev_low,2003,7800
Total capacity,PDP8_rev_low,2004,9300
Total capacity,PDP8_rev_low,2005,10090
Total capacity,PDP8_rev_low,2006,10450
Total capacity,PDP8_rev_low,2007,11620
Total capacity,PDP8_rev_low,2008,14120
Total capacity,PDP8_rev_low,2009,16720
Total capacity,PDP8_rev_low,2010,18510
Total capacity,PDP8_rev_low,2011,21970
Total capacity,PDP8_rev_low,2012,25890
Total capacity,PDP8_rev_low,2013,28120
Total capacity,PDP8_rev_low,2014,32330
Total capacity,PDP8_rev_low,2015,38130
Total capacity,PDP8_rev_low,2016,39710
Total capacity,PDP8_rev_low,2017,42010
Total capacity,PDP8_rev_low,2018,44660
Total capacity,PDP8_rev_low,2019,53220
Total capacity,PDP8_rev_low,2020,66830
Total capacity,PDP8_rev_low,2021,73840
Total capacity,PDP8_rev_low,2022,77440
Total capacity,PDP8_rev_low,2023,82450
Total capacity,PDP8_rev_low,2024,84370
Total capacity,PDP8_rev_low,2025,NA
Total capacity,PDP8_rev_low,2026,NA
Total capacity,PDP8_rev_low,2027,NA
Total capacity,PDP8_rev_low,2028,NA
Total capacity,PDP8_rev_low,2029,NA
Total capacity,PDP8_rev_low,2030,NA
Total capacity,PDP8_rev_low,2031,NA
Total capacity,PDP8_rev_low,2032,NA
Total capacity,PDP8_rev_low,2033,NA
Total capacity,PDP8_rev_low,2034,NA
Total capacity,PDP8_rev_low,2035,NA
Total capacity,PDP8_rev_low,2036,NA
Total capacity,PDP8_rev_low,2037,NA
Total capacity,PDP8_rev_low,2038,NA
Total capacity,PDP8_rev_low,2039,NA
Total capacity,PDP8_rev_low,2040,NA
Total capacity,PDP8_rev_low,2041,NA
Total capacity,PDP8_rev_low,2042,NA
Total capacity,PDP8_rev_low,2043,NA
Total capacity,PDP8_rev_low,2044,NA
Total capacity,PDP8_rev_low,2045,NA
Total capacity,PDP8_rev_low,2046,NA
Total capacity,PDP8_rev_low,2047,NA
Total capacity,PDP8_rev_low,2048,NA
Total capacity,PDP8_rev_low,2049,NA
Total capacity,PDP8_rev_low,2050,NA
Wind,PDP8_rev_low,2000,0
Wind,PDP8_rev_low,2001,0
Wind,PDP8_rev_low,2002,0
Wind,PDP8_rev_low,2003,0
Wind,PDP8_rev_low,2004,0
Wind,PDP8_rev_low,2005,0
Wind,PDP8_rev_low,2006,0
Wind,PDP8_rev_low,2007,0
Wind,PDP8_rev_low,2008,0
Wind,PDP8_rev_low,2009,10
Wind,PDP8_rev_low,2010,30
Wind,PDP8_rev_low,2011,30
Wind,PDP8_rev_low,2012,30
Wind,PDP8_rev_low,2013,50
Wind,PDP8_rev_low,2014,50
Wind,PDP8_rev_low,2015,140
Wind,PDP8_rev_low,2016,160
Wind,PDP8_rev_low,2017,200
Wind,PDP8_rev_low,2018,240
Wind,PDP8_rev_low,2019,370
Wind,PDP8_rev_low,2020,520
Wind,PDP8_rev_low,2021,4120
Wind,PDP8_rev_low,2022,5070
Wind,PDP8_rev_low,2023,5890
Wind,PDP8_rev_low,2024,6180
Wind,PDP8_rev_low,2025,6774
Wind,PDP8_rev_low,2026,10632.4
Wind,PDP8_rev_low,2027,14490.8
Wind,PDP8_rev_low,2028,18349.199999999997
Wind,PDP8_rev_low,2029,22207.6
Wind,PDP8_rev_low,2030,26066
Wind,PDP8_rev_low,2031,28997.5
Wind,PDP8_rev_low,2032,31929
Wind,PDP8_rev_low,2033,34860.5
Wind,PDP8_rev_low,2034,37792
Wind,PDP8_rev_low,2035,40723.5
Wind,PDP8_rev_low,2036,43655
Wind,PDP8_rev_low,2037,46586.5
Wind,PDP8_rev_low,2038,49518
Wind,PDP8_rev_low,2039,52449.5
Wind,PDP8_rev_low,2040,55381
Wind,PDP8_rev_low,2041,58312.5
Wind,PDP8_rev_low,2042,61244
Wind,PDP8_rev_low,2043,64175.5
Wind,PDP8_rev_low,2044,67107
Wind,PDP8_rev_low,2045,70038.5
Wind,PDP8_rev_low,2046,72970
Wind,PDP8_rev_low,2047,75901.5
Wind,PDP8_rev_low,2048,78833
Wind,PDP8_rev_low,2049,81764.5
Wind,PDP8_rev_low,2050,84696
Wind_offshore,PDP8_rev_low,2000,NA
Wind_offshore,PDP8_rev_low,2001,NA
Wind_offshore,PDP8_rev_low,2002,NA
Wind_offshore,PDP8_rev_low,2003,NA
Wind_offshore,PDP8_rev_low,2004,NA
Wind_offshore,PDP8_rev_low,2005,NA
Wind_offshore,PDP8_rev_low,2006,NA
Wind_offshore,PDP8_rev_low,2007,NA
Wind_offshore,PDP8_rev_low,2008,NA
Wind_offshore,PDP8_rev_low,2009,NA
Wind_offshore,PDP8_rev_low,2010,NA
Wind_offshore,PDP8_rev_low,2011,NA
Wind_offshore,PDP8_rev_low,2012,NA
Wind_offshore,PDP8_rev_low,2013,NA
Wind_offshore,PDP8_rev_low,2014,NA
