"","Technology","Plan","Year","Capacity_MW","CAPEX_kUSD_MW","CAPEX_kUSD_MW_lwr","CAPEX_kUSD_MW_upr","CAP_MIOUSD","CAP_MIOUSD_lwr","CAP_MIOUSD_upr","delta_cap","INV_MIOUSD","INV_MIOUSD_lwr","INV_MIOUSD_upr","CAP_GW_Add"
"748","Gas","PDP8_rev_high",2033,22221.65,642,492,792,14266.2993,10933.0518,17599.5468,1430.55,918.413100000002,703.830600000001,1132.9956,1.43055
"749","Gas","PDP8_rev_high",2034,23652.2,642,492,792,15184.7124,11636.8824,18732.5424,1430.55,918.4131,703.8306,1132.9956,1.43055
"750","Gas","PDP8_rev_high",2035,25082.75,642,492,792,16103.1255,12340.713,19865.538,1430.55,918.4131,703.8306,1132.9956,1.43055
"751","Gas","PDP8_rev_high",2036,26513.3,642,492,792,17021.5386,13044.5436,20998.5336,1430.55,918.4131,703.8306,1132.9956,1.43055
"752","Gas","PDP8_rev_high",2037,27943.85,642,492,792,17939.9517,13748.3742,22131.5292,1430.55,918.4131,703.8306,1132.9956,1.43055
"753","Gas","PDP8_rev_high",2038,29374.4,642,492,792,18858.3648,14452.2048,23264.5248,1430.55,918.413100000002,703.830600000001,1132.9956,1.43055
"754","Gas","PDP8_rev_high",2039,30804.95,642,492,792,19776.7779,15156.0354,24397.5204,1430.55,918.4131,703.8306,1132.9956,1.43055
"755","Gas","PDP8_rev_high",2040,32235.5,642,492,792,20695.191,15859.866,25530.516,1430.55,918.4131,703.8306,1132.9956,1.43055
"756","Gas","PDP8_rev_high",2041,33666.05,642,492,792,21613.6041,16563.6966,26663.5116,1430.55,918.413100000002,703.830600000001,1132.9956,1.43055
"757","Gas","PDP8_rev_high",2042,35096.6,642,492,792,22532.0172,17267.5272,27796.5072,1430.55,918.413099999997,703.830599999998,1132.9956,1.43055
"758","Gas","PDP8_rev_high",2043,36527.15,642,492,792,23450.4303,17971.3578,28929.5028,1430.55,918.413100000002,703.830600000001,1132.9956,1.43055
"759","Gas","PDP8_rev_high",2044,37957.7,642,492,792,24368.8434,18675.1884,30062.4984,1430.55,918.413099999997,703.830599999998,1132.9956,1.43055
"760","Gas","PDP8_rev_high",2045,39388.25,642,492,792,25287.2565,19379.019,31195.494,1430.55,918.413100000002,703.830600000001,1132.9956,1.43055
"761","Gas","PDP8_rev_high",2046,40818.8,642,492,792,26205.6696,20082.8496,32328.4896,1430.55,918.413100000002,703.830600000001,1132.9956,1.43055
"762","Gas","PDP8_rev_high",2047,42249.35,642,492,792,27124.0827,20786.6802,33461.4852,1430.55,918.413099999997,703.830599999998,1132.9956,1.43055
"763","Gas","PDP8_rev_high",2048,43679.9,642,492,792,28042.4958,21490.5108,34594.4808,1430.55,918.413100000002,703.830600000001,1132.9956,1.43055
"764","Gas","PDP8_rev_high",2049,45110.45,642,492,792,28960.9089,22194.3414,35727.4764,1430.55,918.413099999997,703.830599999998,1132.9956,1.43055
"765","Gas","PDP8_rev_high",2050,46541,608,458,758,28296.928,21315.778,35278.078,1430.55,869.774400000002,655.191900000001,1084.3569,1.43055
"766","GAS_H2","PDP8",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","GAS_H2","PDP8",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","GAS_H2","PDP8",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","GAS_H2","PDP8",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","GAS_H2","PDP8",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","GAS_H2","PDP8",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","GAS_H2","PDP8",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","GAS_H2","PDP8",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","GAS_H2","PDP8",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","GAS_H2","PDP8",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","GAS_H2","PDP8",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","GAS_H2","PDP8",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","GAS_H2","PDP8",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","GAS_H2","PDP8",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","GAS_H2","PDP8",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","GAS_H2","PDP8",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","GAS_H2","PDP8",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","GAS_H2","PDP8",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","GAS_H2","PDP8",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","GAS_H2","PDP8",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","GAS_H2","PDP8",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","GAS_H2","PDP8",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","GAS_H2","PDP8",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","GAS_H2","PDP8",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","GAS_H2","PDP8",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","GAS_H2","PDP8",2025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","GAS_H2","PDP8",2026,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"793","GAS_H2","PDP8",2027,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"794","GAS_H2","PDP8",2028,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"795","GAS_H2","PDP8",2029,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"796","GAS_H2","PDP8",2030,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"797","GAS_H2","PDP8",2031,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"798","GAS_H2","PDP8",2032,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"799","GAS_H2","PDP8",2033,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"800","GAS_H2","PDP8",2034,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"801","GAS_H2","PDP8",2035,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"802","GAS_H2","PDP8",2036,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"803","GAS_H2","PDP8",2037,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"804","GAS_H2","PDP8",2038,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"805","GAS_H2","PDP8",2039,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"806","GAS_H2","PDP8",2040,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"807","GAS_H2","PDP8",2041,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"808","GAS_H2","PDP8",2042,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"809","GAS_H2","PDP8",2043,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"810","GAS_H2","PDP8",2044,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"811","GAS_H2","PDP8",2045,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"812","GAS_H2","PDP8",2046,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"813","GAS_H2","PDP8",2047,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"814","GAS_H2","PDP8",2048,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"815","GAS_H2","PDP8",2049,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"816","GAS_H2","PDP8",2050,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"817","GAS_H2","PDP8_rev_low",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","GAS_H2","PDP8_rev_low",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","GAS_H2","PDP8_rev_low",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","GAS_H2","PDP8_rev_low",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","GAS_H2","PDP8_rev_low",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","GAS_H2","PDP8_rev_low",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","GAS_H2","PDP8_rev_low",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","GAS_H2","PDP8_rev_low",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","GAS_H2","PDP8_rev_low",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","GAS_H2","PDP8_rev_low",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","GAS_H2","PDP8_rev_low",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","GAS_H2","PDP8_rev_low",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","GAS_H2","PDP8_rev_low",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","GAS_H2","PDP8_rev_low",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","GAS_H2","PDP8_rev_low",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","GAS_H2","PDP8_rev_low",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","GAS_H2","PDP8_rev_low",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","GAS_H2","PDP8_rev_low",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","GAS_H2","PDP8_rev_low",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","GAS_H2","PDP8_rev_low",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","GAS_H2","PDP8_rev_low",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","GAS_H2","PDP8_rev_low",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","GAS_H2","PDP8_rev_low",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","GAS_H2","PDP8_rev_low",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","GAS_H2","PDP8_rev_low",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","GAS_H2","PDP8_rev_low",2025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","GAS_H2","PDP8_rev_low",2026,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"844","GAS_H2","PDP8_rev_low",2027,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"845","GAS_H2","PDP8_rev_low",2028,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"846","GAS_H2","PDP8_rev_low",2029,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"847","GAS_H2","PDP8_rev_low",2030,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"848","GAS_H2","PDP8_rev_low",2031,351.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"849","GAS_H2","PDP8_rev_low",2032,703,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"850","GAS_H2","PDP8_rev_low",2033,1054.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"851","GAS_H2","PDP8_rev_low",2034,1406,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"852","GAS_H2","PDP8_rev_low",2035,1757.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"853","GAS_H2","PDP8_rev_low",2036,2109,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"854","GAS_H2","PDP8_rev_low",2037,2460.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"855","GAS_H2","PDP8_rev_low",2038,2812,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"856","GAS_H2","PDP8_rev_low",2039,3163.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"857","GAS_H2","PDP8_rev_low",2040,3515,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"858","GAS_H2","PDP8_rev_low",2041,3866.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"859","GAS_H2","PDP8_rev_low",2042,4218,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"860","GAS_H2","PDP8_rev_low",2043,4569.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"861","GAS_H2","PDP8_rev_low",2044,4921,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"862","GAS_H2","PDP8_rev_low",2045,5272.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"863","GAS_H2","PDP8_rev_low",2046,5624,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"864","GAS_H2","PDP8_rev_low",2047,5975.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"865","GAS_H2","PDP8_rev_low",2048,6327,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"866","GAS_H2","PDP8_rev_low",2049,6678.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"867","GAS_H2","PDP8_rev_low",2050,7030,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"868","GAS_H2","PDP8_rev_high",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","GAS_H2","PDP8_rev_high",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","GAS_H2","PDP8_rev_high",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","GAS_H2","PDP8_rev_high",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","GAS_H2","PDP8_rev_high",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","GAS_H2","PDP8_rev_high",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","GAS_H2","PDP8_rev_high",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","GAS_H2","PDP8_rev_high",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","GAS_H2","PDP8_rev_high",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","GAS_H2","PDP8_rev_high",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","GAS_H2","PDP8_rev_high",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","GAS_H2","PDP8_rev_high",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","GAS_H2","PDP8_rev_high",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","GAS_H2","PDP8_rev_high",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","GAS_H2","PDP8_rev_high",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","GAS_H2","PDP8_rev_high",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","GAS_H2","PDP8_rev_high",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","GAS_H2","PDP8_rev_high",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","GAS_H2","PDP8_rev_high",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","GAS_H2","PDP8_rev_high",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","GAS_H2","PDP8_rev_high",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","GAS_H2","PDP8_rev_high",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","GAS_H2","PDP8_rev_high",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","GAS_H2","PDP8_rev_high",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","GAS_H2","PDP8_rev_high",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","GAS_H2","PDP8_rev_high",2025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","GAS_H2","PDP8_rev_high",2026,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"895","GAS_H2","PDP8_rev_high",2027,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"896","GAS_H2","PDP8_rev_high",2028,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"897","GAS_H2","PDP8_rev_high",2029,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"898","GAS_H2","PDP8_rev_high",2030,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"899","GAS_H2","PDP8_rev_high",2031,351.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"900","GAS_H2","PDP8_rev_high",2032,703,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"901","GAS_H2","PDP8_rev_high",2033,1054.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"902","GAS_H2","PDP8_rev_high",2034,1406,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"903","GAS_H2","PDP8_rev_high",2035,1757.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"904","GAS_H2","PDP8_rev_high",2036,2109,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"905","GAS_H2","PDP8_rev_high",2037,2460.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"906","GAS_H2","PDP8_rev_high",2038,2812,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"907","GAS_H2","PDP8_rev_high",2039,3163.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"908","GAS_H2","PDP8_rev_high",2040,3515,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"909","GAS_H2","PDP8_rev_high",2041,3866.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"910","GAS_H2","PDP8_rev_high",2042,4218,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"911","GAS_H2","PDP8_rev_high",2043,4569.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"912","GAS_H2","PDP8_rev_high",2044,4921,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"913","GAS_H2","PDP8_rev_high",2045,5272.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"914","GAS_H2","PDP8_rev_high",2046,5624,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"915","GAS_H2","PDP8_rev_high",2047,5975.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"916","GAS_H2","PDP8_rev_high",2048,6327,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"917","GAS_H2","PDP8_rev_high",2049,6678.5,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"918","GAS_H2","PDP8_rev_high",2050,7030,NA,NA,NA,NA,NA,NA,351.5,NA,NA,NA,0.3515
"919","LNG","PDP8",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","LNG","PDP8",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","LNG","PDP8",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","LNG","PDP8",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","LNG","PDP8",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","LNG","PDP8",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","LNG","PDP8",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","LNG","PDP8",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","LNG","PDP8",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","LNG","PDP8",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","LNG","PDP8",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","LNG","PDP8",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","LNG","PDP8",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","LNG","PDP8",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","LNG","PDP8",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","LNG","PDP8",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","LNG","PDP8",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","LNG","PDP8",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","LNG","PDP8",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","LNG","PDP8",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","LNG","PDP8",2020,NA,875,725,1025,NA,NA,NA,NA,NA,NA,NA,NA
"940","LNG","PDP8",2021,NA,875,725,1025,NA,NA,NA,NA,NA,NA,NA,NA
"941","LNG","PDP8",2022,NA,875,725,1025,NA,NA,NA,NA,NA,NA,NA,NA
"942","LNG","PDP8",2023,NA,875,725,1025,NA,NA,NA,NA,NA,NA,NA,NA
"943","LNG","PDP8",2024,NA,875,725,1025,NA,NA,NA,NA,NA,NA,NA,NA
"944","LNG","PDP8",2025,0,875,725,1025,0,0,0,NA,NA,NA,NA,NA
"945","LNG","PDP8",2026,4480,875,725,1025,3920,3248,4592,4480,3920,3248,4592,4.48
"946","LNG","PDP8",2027,8960,875,725,1025,7840,6496,9184,4480,3920,3248,4592,4.48
"947","LNG","PDP8",2028,13440,875,725,1025,11760,9744,13776,4480,3920,3248,4592,4.48
"948","LNG","PDP8",2029,17920,875,725,1025,15680,12992,18368,4480,3920,3248,4592,4.48
"949","LNG","PDP8",2030,22400,789,639,939,17673.6,14313.6,21033.6,4480,3534.72,2862.72,4206.72,4.48
"950","LNG","PDP8",2031,22550,789,639,939,17791.95,14409.45,21174.45,150,118.35,95.85,140.85,0.15
"951","LNG","PDP8",2032,22700,789,639,939,17910.3,14505.3,21315.3,150,118.35,95.85,140.85,0.15
"952","LNG","PDP8",2033,22850,789,639,939,18028.65,14601.15,21456.15,150,118.35,95.85,140.85,0.15
"953","LNG","PDP8",2034,23000,789,639,939,18147,14697,21597,150,118.35,95.85,140.85,0.15
"954","LNG","PDP8",2035,23150,789,639,939,18265.35,14792.85,21737.85,150,118.35,95.85,140.85,0.15
"955","LNG","PDP8",2036,23300,789,639,939,18383.7,14888.7,21878.7,150,118.35,95.85,140.85,0.15
"956","LNG","PDP8",2037,23450,789,639,939,18502.05,14984.55,22019.55,150,118.35,95.85,140.85,0.15
"957","LNG","PDP8",2038,23600,789,639,939,18620.4,15080.4,22160.4,150,118.35,95.85,140.85,0.15
"958","LNG","PDP8",2039,23750,789,639,939,18738.75,15176.25,22301.25,150,118.35,95.85,140.85,0.15
"959","LNG","PDP8",2040,23900,789,639,939,18857.1,15272.1,22442.1,150,118.35,95.85,140.85,0.15
"960","LNG","PDP8",2041,24050,789,639,939,18975.45,15367.95,22582.95,150,118.35,95.85,140.85,0.15
"961","LNG","PDP8",2042,24200,789,639,939,19093.8,15463.8,22723.8,150,118.35,95.85,140.85,0.15
"962","LNG","PDP8",2043,24350,789,639,939,19212.15,15559.65,22864.65,150,118.35,95.85,140.85,0.15
"963","LNG","PDP8",2044,24500,789,639,939,19330.5,15655.5,23005.5,150,118.35,95.85,140.85,0.15
"964","LNG","PDP8",2045,24650,789,639,939,19448.85,15751.35,23146.35,150,118.35,95.85,140.85,0.15
"965","LNG","PDP8",2046,24800,789,639,939,19567.2,15847.2,23287.2,150,118.35,95.85,140.85,0.15
"966","LNG","PDP8",2047,24950,789,639,939,19685.55,15943.05,23428.05,150,118.35,95.85,140.85,0.15
"967","LNG","PDP8",2048,25100,789,639,939,19803.9,16038.9,23568.9,150,118.35,95.85,140.85,0.15
"968","LNG","PDP8",2049,25250,789,639,939,19922.25,16134.75,23709.75,150,118.35,95.85,140.85,0.15
"969","LNG","PDP8",2050,25400,778,628,928,19761.2,15951.2,23571.2,150,116.7,94.2,139.2,0.15
"970","LNG","PDP8_rev_low",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","LNG","PDP8_rev_low",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","LNG","PDP8_rev_low",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","LNG","PDP8_rev_low",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","LNG","PDP8_rev_low",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","LNG","PDP8_rev_low",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","LNG","PDP8_rev_low",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","LNG","PDP8_rev_low",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","LNG","PDP8_rev_low",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","LNG","PDP8_rev_low",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","LNG","PDP8_rev_low",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","LNG","PDP8_rev_low",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","LNG","PDP8_rev_low",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","LNG","PDP8_rev_low",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","LNG","PDP8_rev_low",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","LNG","PDP8_rev_low",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
